Order ID,Order Date,Category,Sub-Category,Region,Segment,Ship Mode,Sales,Quantity,Discount,Profit,Product Name
ORD-1483,2023-10-20,Office Supplies,Paper,West,Home Office,First Class,536.53,2,0.3,-143.62,Paper 3
ORD-1484,2023-09-19,Office Supplies,Storage,East,Corporate,Same Day,1440.05,4,0.2,-189.3,Storage 6
ORD-1485,2023-11-10,Technology,Accessories,Central,Consumer,Same Day,308.19,6,0.3,-50.6,Accessories 12
ORD-1486,2023-07-10,Technology,Accessories,Central,Consumer,First Class,1391.69,1,0.2,43.92,Accessories 5
ORD-1487,2023-09-10,Technology,Computers,West,Corporate,Standard Class,863.53,4,0.1,-85.25,Computers 46
ORD-1488,2023-04-16,Office Supplies,Paper,West,Corporate,First Class,245.48,1,0.0,36.46,Paper 11
ORD-1489,2023-02-12,Technology,Phones,East,Corporate,Second Class,1678.15,5,0.2,-351.34,Phones 11
ORD-1490,2023-06-25,Furniture,Bookcases,South,Home Office,First Class,816.15,5,0.2,-61.23,Bookcases 47
ORD-1491,2023-11-27,Office Supplies,Binders,Central,Home Office,Same Day,1154.12,6,0.1,-151.69,Binders 7
ORD-1492,2023-11-17,Technology,Computers,Central,Consumer,Standard Class,1050.71,4,0.3,-238.35,Computers 36
ORD-1493,2023-12-05,Furniture,Chairs,West,Home Office,Same Day,225.34,4,0.3,-75.45,Chairs 14
ORD-1494,2023-03-15,Office Supplies,Storage,South,Home Office,Second Class,150.02,4,0.0,12.4,Storage 19
ORD-1495,2023-04-25,Furniture,Tables,West,Home Office,Same Day,456.75,5,0.2,10.62,Tables 2
ORD-1496,2023-07-02,Office Supplies,Paper,East,Home Office,Second Class,160.53,4,0.1,-5.21,Paper 29
ORD-1497,2023-04-15,Office Supplies,Storage,Central,Consumer,Same Day,629.71,3,0.2,-34.99,Storage 9
ORD-1498,2023-10-04,Office Supplies,Paper,East,Corporate,Standard Class,138.32,6,0.2,-19.62,Paper 42
ORD-1499,2023-03-25,Furniture,Tables,East,Consumer,First Class,1034.01,4,0.2,-206.06,Tables 19
